Page URL,Page Title,Description,Availability,Access,Related Services,Related Links,Summarized Description,Update Date
https://www.hmc.edu/cis/services/websites/,Course and Personal Websites,"The Office of Communications and Marketing (part of the Office of College Advancement) manages the core HMC website (www.hmc.edu), and is dedicated to promoting the college via the website. To manage the HMC website, communications and marketing uses WordPress and works with department content editors to manage the main HMC website. If you want to place information on the main College website, please start by consulting with your department content editor.
There are several other website hosting options that CIS supports:
If you want a course or project site that is fully supported and puts lots of tools at your disposal, please consider Sakai, which is used Claremont wide. CIS provides full support for <a href=""https://www.hmc.edu/cis/services/sakai-support/"">Sakai.
If you want an easy to use system for creating websites for clubs, personal interests or other internal material we suggest you use the <a href=""https://sites.google.com/"">Google Workspace Sites tool on g.hmc.edu. You can limit access to these sites if you wish. CIS fully supports sites on g.hmc.edu.
If you want to provide static html sites without using Google sites, then <a href=""https://www.hmc.edu/cis/services/pages-hmc-edu/"">pages.hmc.edu is an option that we support.
If you want to develop active sites with languages like php, python or ruby on rails, or if you want a personal wordpress blog, then there are myriad hosting options. We recommend <a href=""http://www.dreamhost.com"">Dreamhost for several reasons: It is the hosting service being used for www.hmc.edu, it was founded by Mudd and CMC alums, and it is very flexible, powerful and reasonably priced. CIS can provide limited support to get you started with Dreamhost if you need it.","Available to faculty, students and staff at HMC.","For questions or to request any of the services listed, including services provided by communications and marketing, please email helpdesk@hmc.edu.","<a href=""https://www.hmc.edu/cis/services/gsuite/"">HMC Google Workplace</a>, <a href=""https://www.hmc.edu/cis/services/pages-hmc-edu/"">Pages.hmc.edu</a>, <a href=""https://www.hmc.edu/cis/services/sakai-support/"">Sakai Support</a>","<a href=""http://www.dreamhost.com/"">DreamHost</a>, <a href=""https://sites.google.com/"">Google Workspace Sites</a>, <a href=""https://www.hmc.edu/communications/"">HMC Communications and Marketing</a>, <a href=""http://sakai.claremont.edu"">Sakai at The Claremont Colleges</a>","The Office of Communications and Marketing manages the core HMC website, which is used to promote the college. They use WordPress and work with department content editors to manage the website. If you want to place information on the main College website, consult with your department content editor.

CIS supports several other website hosting options:
- Sakai: for course or project sites that are fully supported and offer many tools.
- Google Workspace Sites: for creating easy-to-use websites for clubs, personal interests, or internal material.
- pages.hmc.edu: for providing static HTML sites.
- Dreamhost: a recommended option for developing active sites with languages like PHP, Python, or Ruby on Rails, or for personal WordPress blogs.

CIS can provide limited support for using Dreamhost.",10/27/2023
https://www.hmc.edu/cis/services/cx-student-information-system-account-management/,CX (Student Information System): Account Management,"CX software accounts can be created and managed by assigning privileges, capabilities, and granting access to CX and its various features","Available to faculty, staff, and emeritus at HMC.","Supervisors can contact the Help Desk at helpdesk@hmc.edu for CX account creation and changes. CIS can come install the software necessary to access CX for PCs, or a web interface can be used from either Mac or PC.","<a href=""https://www.hmc.edu/cis/services/cx-student-information-system-usage-support/"">CX (Student Information System): Usage Support</a>, <a href=""https://www.hmc.edu/cis/services/cx-student-information-system-data-import-and-export/"">CX (Student Information System): Data Import and Export</a>","<a href=""http://www.myjenzabar.net"">Myjenzabar.net</a>","CX software accounts can be created and managed [by assigning privileges, capabilities, and granting access](https://www.example.com/creating-managing-accounts) to CX and its various features.",10/27/2023
https://www.hmc.edu/cis/services/cx-student-information-system-data-import-and-export/,CX (Student Information System): Data Import and Export,"Bulk updates can be imported and exported to/from CX. Examples: Communication between databases (Enrollment Manager, OnBase, PowerFaids) and from spreadsheets (Room Draw, Insurance Waivers).","Available to faculty, staff, and emeritus at HMC.",Please contact the Help Desk at helpdesk@hmc.edu.,"<a href=""https://www.hmc.edu/cis/services/cx-student-information-system-usage-support/"">CX (Student Information System): Usage Support</a>, <a href=""https://www.hmc.edu/cis/services/cx-student-information-system-account-management/"">CX (Student Information System): Account Management</a>",,"Bulk updates can be imported and exported to/from CX. Examples: Communication between databases (Enrollment Manager, OnBase, PowerFaids) and from spreadsheets (Room Draw, Insurance Waivers).",10/27/2023
https://www.hmc.edu/cis/services/cx-student-information-system-usage-support/,CX (Student Information System): Usage Support,"CX usage support includes installation and support of CX access software, such as QuickMate/Putty or CX Web Interface 8.1. CIS can also assist you in resolving problems with CX, and in modifications to CX menus and screens.","Available to faculty, staff, and emeritus at HMC.",Please contact the Help Desk at helpdesk@hmc.edu.,"<a href=""https://www.hmc.edu/cis/services/cx-student-information-system-account-management/"">CX (Student Information System): Account Management</a>, <a href=""https://www.hmc.edu/cis/services/cx-student-information-system-data-import-and-export/"">CX (Student Information System): Data Import and Export</a>","<a href=""http://www.myjenzabar.net"">Myjenzabar.net</a>","CX usage support includes installation and support of CX access software, such as [QuickMate/Putty](https://www1.quick-mate.com/) or [CX Web Interface 8.1](https://www.cms.gov/files/zip/cx810/index.html). CIS can also assist you in resolving problems with CX, and in modifications to CX menus and screens.",10/27/2023
https://www.hmc.edu/cis/services/data-management-plan-dmp-support/,Data Management Plan (DMP) Support,"A data management plan is a document outlining how a researcher plans to manage data during and after a research project including how it will be organized, maintained and shared. More and more funding agencies are now requiring researchers to submit a formal data management plan (DMP) when applying for grants.
We recommend you to use <a href=""http://dmptool.org/"">DMPTool to create a DMP. For more information on creating a DMP, access to DMPTool and other resources, please refer to the <a href=""https://library.claremont.edu/research-data-management/"">Claremont Colleges Library page on research data management.
The Claremont Colleges Library is an institutional member of <a href=""https://datadryad.org/stash"" target=""_blank"" rel=""noopener"">Dryad, a data repository which provides a platform to help make research data discoverable, freely reusable, and cite-able. Any researcher associated with the Claremont Colleges can deposit datasets from any discipline into Dryad at no cost. Dryad is one of many data repositories that can be used to share <a href=""https://library.claremont.edu/managing-research-data/"" target=""_blank"" rel=""noopener"">rese<a href=""https://library.claremont.edu/managing-research-data/"" target=""_blank"" rel=""noopener"">arch<a href=""https://library.claremont.edu/managing-research-data/"" target=""_blank"" rel=""noopener""> data.","Available to faculty, students, staff, and emeritus at HMC.",Please feel free to contact The Claremont Colleges Library at library@claremont.edu for any help on using DMPTool or Dryad through an one-on-one session.,"<a href=""https://www.hmc.edu/cis/services/hmc-credentials/"">HMC Credentials</a>","<a href=""https://library.claremont.edu/managing-research-data/"">The Claremont Colleges Library: Research Data Management</a>, <a href=""https://library.claremont.edu/dryad/"">The Claremont Colleges Library: Dryad</a>, <a href=""https://vimeo.com/82408192"">DMPTool Introduction Video</a>","A data management plan (DMP) is a document outlining how a researcher plans to manage data during and after a research project, including organization, maintenance, and sharing. Funding agencies now often require researchers to submit a formal DMP when applying for grants. The DMPTool is recommended for creating a DMP, and the Claremont Colleges Library provides resources on research data management. The library is also an institutional member of Dryad, a data repository that allows researchers to deposit datasets from any discipline at no cost. Dryad is one of many data repositories that can be used to share research data.",10/27/2023
https://www.hmc.edu/cis/services/digital-signage/,Digital Signage,"CIS supports the many digital signs around the HMC campus. The digital signs on campus use <a href=""https://chrome.google.com/webstore/detail/chrome-sign-builder/odjaaghiehpobimgdjjfofmablbaleem"">Chrome Sign Builder. Departmental digital signs have a designated content manager responsible for the sign after deployment by CIS.
Signs can be used for displaying any number of pieces of content. Currently, we have signs that display today’s menu items, news, campus information, and much more.",Available to faculty and staff at HMC.,"To inquire about a new sign, CIS recommends contacting Facilities and Maintenance to get the project started. Communicating with F&amp;M ensures a TV can be mounted where you want to place a digital sign.
For assistance about current digital signs you may support, please contact the Help Desk at helpdesk@hmc.edu",,"<a href=""http://vimeopro.com/fourwindsinteractive/contentmanager101"">Content Manager 101</a>","CIS supports the digital signs on the HMC campus using Chrome Sign Builder. A designated content manager is responsible for departmental digital signs after deployment. The signs can display various types of content such as today's menu items, news, and campus information.",10/27/2023
https://www.hmc.edu/cis/services/dorm-wifi-and-ethernet-ports/,Dorm WiFi and Ethernet Ports,"In accordance with the <a href=""https://www.hmc.edu/cis/about-cis/policies/dorm-network-resource-policy/"">Dorm Network Resource Policy, students staying in the dorms have access to the HMC Network through wired (ethernet) ports and via wireless.
One Port Per Pillow Policy
While CIS still makes wired ethernet ports available, the main focus is adequate WiFi coverage for all dorms. CIS has minimally allocated one wired port for each student in a dorm. Your dorm may have any number of ports dependent on how many students occupy it.
If you find yourself in a situation where you need additional network ports (for servers, game consoles, etc.) or better WiFi coverage please contact the CIS Help Desk for assistance. We can often help by changing configurations, adding temporary network equipment, or aiding you in the set up of a personal network device such as a switch or router/access point. For more information on personal network devices please read on here: <a href=""https://docs.google.com/document/d/13hJBgBVmnLJJJ3uO2Q2-0-W-RqVg0i82-Bselc9n3uE/pub"">Recommended Personal Switches, Routers, and Access Points",Available to students at HMC.,"Wired: Connect an ethernet cable (cat5 or higher) into the port in your room. You will need to locate the ethernet ports in your room. They can sometimes be hidden behind furniture. Not all ports are active, but always start by trying the top left port first. If you have issues locating a working port please contact the CIS Help Desk.
Wireless: You will have access to the same wireless networks as you do already around campus. Please use Claremont-WPA for all your devices. For devices that do not support WPA2-Enterprise please use Claremont-ETC (reduced access but ideal for older devices and game consoles).
If you have any issues or questions please contact the Help Desk at helpdesk@hmc.edu or 909.607.7777.","<a href=""https://www.hmc.edu/cis/services/wireless-networks/"">Wireless Networks</a>","<a href=""https://docs.google.com/forms/d/1fNBb1mUEBzRjgK1_0FJEzb1QP31hAwhuh4ibPv8tDfM/viewform?edit_requested=true"">Submit a request for wireless help</a>, <a href=""https://www.hmc.edu/cis/about-cis/policies/dorm-network-resource-policy/"">Dorm Network Resource Policy</a>, <a href=""https://docs.google.com/document/d/13hJBgBVmnLJJJ3uO2Q2-0-W-RqVg0i82-Bselc9n3uE/pub"">Recommended Personal Switches, Routers, and Access Points</a>","In accordance with the Dorm Network Resource Policy, students staying in the dorms have access to the HMC Network through wired (ethernet) ports and via wireless. The policy states that there is one wired port available per student in a dorm, but additional ports can be requested if needed. For better WiFi coverage or additional network ports, students can contact the CIS Help Desk for assistance. They can make changes to configurations, add temporary network equipment, or help set up personal network devices such as switches, routers, or access points. More information on recommended personal network devices can be found here: Recommended Personal Switches, Routers, and Access Points.",10/27/2023
https://www.hmc.edu/cis/services/eduroam-wireless-roaming/,Eduroam Wireless Roaming,"Eduroam (education wireless roaming) allows users (researchers, teachers, students, staff) from participating institutions to securely access the Internet from any Eduroam-enabled institution. In other words, your HMC credentials will work at other institutions to get you access to secure wireless networks and other resources. And, when visitors arrive in Claremont, they can use their own home institution credentials to access wireless here.
The Eduroam principle is based on the fact that the user’s authentication is done by the user’s home institution, whereas the authorization decision allowing access to the network resources is done by the visited network.","Available to faculty, students, staff, alumni, payers, emeritus, trustees, and applicants who have HMC credentials and visitors from other institutions who have Eduroam configured at their home institution.","Access the appropriate wireless settings pane on the device to be connected and select the Eduroam network. When prompted, enter the appropriate &lt;userid&gt;@hmc.edu and password.
Please contact the Help Desk at helpdesk@hmc.edu or909.607.7777 to request assistance with connecting to wireless networks.","<a href=""https://www.hmc.edu/cis/services/wireless-networks/"">Wireless Networks</a>","<a href=""https://docs.google.com/forms/d/1fNBb1mUEBzRjgK1_0FJEzb1QP31hAwhuh4ibPv8tDfM/viewform?edit_requested=true"">Submit a request for wireless help</a>, <a href=""https://www.eduroam.us/"">eduroam</a>, <a href=""https://www.eduroam.org/faqs/"">eduroam FAQs</a>","Eduroam (education wireless roaming) is a service that allows users from participating institutions to securely access the Internet from any Eduroam-enabled institution. Users can use their home institution credentials to access wireless networks at other institutions. The user's authentication is done by their home institution, while the authorization decision is made by the visited network.",10/27/2023
https://www.hmc.edu/cis/services/e-mail/,Email,"CIS provides faculty, students, and staff with Harvey Mudd College email accounts. Faculty, students, and staff are all given Google Workplace accounts for access to their entire Google Apps Suite. For the purpose of email, faculty and students will solely use Google Workplace. Staff are given Microsoft 365 accounts that work in conjunction with Outlook or the Outlook Web App (OWA) for their email use. Alumni retain their G Suite accounts indefinitely after graduation.
To aid with spam filtering, HMC uses Cisco IronPort in front of a user’s Google Workplace and Microsoft 365 account.
Due to HMC’s mixed service environment, a user is reachable by multiple email addresses.
Faculty and Students
username@hmc.edu
username@g.hmc.edu (Google Workspace)
Staff
username@hmc.edu
username@g.hmc.edu (Google Workspace)
username@m.hmc.edu (Microsoft 365)
CIS highly recommends giving out your @hmc.edu email address. However, you still may choose to use your service specific addresses. The only difference is how mail is routed to its final destination. The <a href=""https://drive.google.com/file/d/0B3M48dV5JsLVNEVITG5TZ0Q1Zms/edit?usp=sharing"">HMC Email Flow diagram explains how mail flow works at HMC when sending to these different addresses.","Available to faculty, students, staff, alumni, and emeritus at HMC.","For G Suite users, please log into your HMC Gmail Account with your HMC Credentials.
For Microsoft 365 Users, please visit the Microsoft 365 login to access the Outlook Web App (OWA) or configure Outlook for Microsoft 365 on your system.
Please contact the Help Desk at helpdesk@hmc.edu or 909.607.7777 to request support for these services.","<a href=""https://www.hmc.edu/cis/services/gsuite/"">HMC Google Marketplace</a>, <a href=""https://www.hmc.edu/cis/services/hmc-credentials/"">HMC Credentials</a>, <a href=""https://www.hmc.edu/cis/services/office-365/"">Office 365</a>, <a href=""https://www.hmc.edu/cis/services/spam-and-virus-filtering/"">Spam and Virus Filtering</a>","<a href=""http://learn.googleapps.com/home"">Google Apps Learning Center</a>, <a href=""https://drive.google.com/file/d/0B3M48dV5JsLVNEVITG5TZ0Q1Zms/edit?usp=sharing"">HMC Email Flow</a>, <a href=""https://docs.google.com/document/d/1vOPdsG6GUpeHqXcYHSjNOJUp4mFYBBfu5Zyw-4Pqflg/pub"">IronPort Spam Quarantine</a>, <a href=""http://office.microsoft.com/en-us/office365-suite-help/start-using-outlook-web-app-for-email-and-calendars-HA103105767.aspx"">Microsoft 365 Getting Started</a>","CIS provides faculty, students, and staff at Harvey Mudd College with email accounts. Faculty and students use Google Workplace accounts for email, while staff use Microsoft 365 accounts. Alumni keep their G Suite accounts after graduation. Spam filtering is done with Cisco IronPort. There are multiple email addresses that can reach a user, depending on the service used. The HMC Email Flow diagram explains how mail is routed to different addresses.",10/27/2023
https://www.hmc.edu/cis/services/file-sharing/,File Sharing,"File sharing allows users to collaborate, access and exchange files. CIS recommends the following options that are also self-service:
Google Drive – A cloud storage solution from Google. Unlimited storage with your g.hmc.edu account. All current staff, faculty, emeriti, and alumni maintain access to their G Suite.
Sakai – a course management and collaborative learning tool. This system serves faculty, staff and students of all seven Claremont Colleges and The Claremont Colleges Services.","Available to faculty, students, staff, alumni, and emeritus at HMC and all of The Claremont Colleges.",Please email helpdesk@hmc.edu to request file sharing support with Google Apps or Sakai.,"<a href=""https://www.hmc.edu/cis/services/gsuite/"">HMC Google Workplace</a>, <a href=""https://www.hmc.edu/cis/google-drive-my-drive-and-team-drive/"">Google Drive: My Drive and Team Drive</a>, <a href=""https://www.hmc.edu/cis/services/sakai-support/"">Sakai</a>",,"File sharing allows users to collaborate, access and exchange files. CIS recommends the following options that are also self-service:

- [Google Drive](https://www.google.com/drive/) – A cloud storage solution from Google. Unlimited storage with your g.hmc.edu account. All current staff, faculty, emeriti, and alumni maintain access to their G Suite.

- [Sakai](https://www.sakailms.org/) – a course management and collaborative learning tool. This system serves faculty, staff and students of all seven Claremont Colleges and The Claremont Colleges Services.",10/27/2023
https://www.hmc.edu/cis/services/footprints-helpdesk-ticket-tracking-system/,&#8220;Footprints&#8221; Help Desk Ticket Tracking System,"“Footprints” is a ticket tracking system used by CIS to track help requests. Emailing <a href=""mailto:helpdesk@hmc.edu"">helpdesk@hmc.edu will create a new ticket. After creation, an automated reply is sent via email from “HMC CIS Support” to notify the customer that a ticket has been created, and similarly for all updates to the ticket. Customers can send updates to tickets by replying to the generated emails. Notification is sent when a ticket has been closed with the opportunity for feedback through a survey.","Available to faculty, students and staff at HMC.","Tickets can be created by CIS.
Tickets are generated when an email is sent to helpdesk@hmc.edu.
Submitting a Help Desk Request Form, Laptop Reservation Request, or AV Request Form also generates a ticket.
Requests for after hours support must be made at least 1 week in advance",,"<a href=""http://www.formstack.com/forms/hmc-avrequest"">AV Request Form</a>, <a href=""http://www.formstack.com/forms/hmc-cis_help_desk_support_request"">Help Desk Request Form</a>, <a href=""https://www.formstack.com/forms/hmc-laptop_reservation"">Laptop Cart Reservation Form</a>","""Footprints"" is a ticket tracking system used by CIS to track help requests. Emailing helpdesk@hmc.edu will create a new ticket. After creation, an automated reply is sent via email from ""HMC CIS Support"" to notify the customer that a ticket has been created, and similarly for all updates to the ticket. Customers can send updates to tickets by replying to the generated emails. Notification is sent when a ticket has been closed with the opportunity for feedback through a survey.",10/27/2023
https://www.hmc.edu/cis/services/formstack/,Formstack,"CIS offers a third party service called Formstack for fillable form creation. Formstack is an online HTML Form Builder that lets you create all types of online forms, such as order forms, contact forms, registration forms, and online surveys. We are no longer creating new accounts in Formstack.","Available to faculty, staff, and emeritus at HMC.",Visit the Formstack website. Formstack uses its own standalone credentials. Please send an email to helpdesk@hmc.edu to request Formstack support.,,,"CIS offers Formstack, an online form builder for creating various types of online forms. However, they no longer create new accounts in Formstack.",10/27/2023
https://www.hmc.edu/cis/services/google-apps-adding-new-features/,Google Apps &#8211; Adding new features,"Google’s G Suite includes access to additional apps that can be turned on to obtain additional functionality. Some are free and some involve payment. Some can be turned on by individual users and some have to be turned on at an administrator level.
<a href=""https://apps.google.com/marketplace/"">Google Apps Marketplace provides access to apps that add extra functionality to existing Google Apps such as Docs, Drive, or Gmail. These can allow you to sort a Google Sheet by cell color, or add mathematics equations and graphs to a Google Doc, for example.
There are also some apps that must be activated by an administrator for the whole campus. Some examples of apps that CIS has activated using this method are Google Plus and Kissflow. CIS’s process for apps that require administrator activation is as follows:
We receive an activation request.
We test the app in production (usually testing involves at least CIS, but may include others)
We tell people we are going to turn on a new app.
We turn the app on.
We wait for concerns to be raised, if any.","Available to Faculty, Students, Staff, Alumni, and Emeriti at HMC.",Please contact the Help Desk at helpdesk@hmc.edu or 909.607.7777.,"<a href=""https://www.hmc.edu/cis/services/gsuite/"">HMC G</a>, <a href=""https://www.hmc.edu/cis/services/gsuite/"">oogle Workplace</a>, <a href=""https://www.hmc.edu/cis/services/google-groups-mailing-lists/"">Google Groups Mailing Lists</a>, <a href=""https://www.hmc.edu/cis/services/e-mail/"">Email</a>",,"Google’s G Suite includes access to additional apps that can be turned on to obtain additional functionality. Some are free and some involve payment. Some can be turned on by individual users and some have to be turned on at an administrator level. The Google Apps Marketplace provides access to apps that add extra functionality to existing Google Apps such as Docs, Drive, or Gmail. These can allow you to sort a Google Sheet by cell color, or add mathematics equations and graphs to a Google Doc, for example. There are also some apps that must be activated by an administrator for the whole campus. Some examples of apps that CIS has activated using this method are Google Plus and Kissflow. CIS’s process for apps that require administrator activation is as follows: 1. We receive an activation request. 2. We test the app in production (usually testing involves at least CIS, but may include others) 3. We tell people we are going to turn on a new app. 4. We turn the app on. 5. We wait for concerns to be raised, if any.",10/27/2023
https://www.hmc.edu/cis/services/gsuite/,Google Workplace,"CIS provides Google Workplace accounts to faculty, staff, students, and alumni of HMC. Google Workplace includes Gmail, Google Calendar, Google Drive, Google Sites and more!","Available to Faculty, Students, Staff, Alumni, and Emeriti at HMC.","HMC G Suite accounts can be accessed by visiting HMC Google Workplace. Enter your HMC Credentials username and password at the identity provider login screen. An HMC Credentials username followed by @g.hmc.edu should be used when logging in to an HMC G Suite account within an application.
Please send an email to helpdesk@hmc.edu to request G Suite support.","<a href=""https://www.hmc.edu/cis/services/e-mail/"">Email</a>, <a href=""https://www.hmc.edu/cis/services/hmc-credentials/"">HMC Credentials</a>, <a href=""https://www.hmc.edu/cis/services/google-apps-adding-new-features/"">Google Apps – Adding New Features</a>","<a href=""https://support.google.com/a/users#topic=11499463"">Google Apps Learning Center</a>","CIS provides Google Workplace accounts to faculty, staff, students, and alumni of HMC. [Google Workplace](https://workspace.google.com/) includes Gmail, Google Calendar, Google Drive, Google Sites and more!",10/27/2023
https://www.hmc.edu/cis/services/google-groups-mailing-lists/,Google Groups Mailing Lists,"HMC uses Google Groups (a service included with Google Workplace) for both automated and non-automated mailing lists. We began creating new ad hoc lists in Google Groups several years ago. Starting in Fall 2015 we have also begun creating automated lists such as Course, Major, Dorm, and Class year lists with Google Groups. We also have a <a href=""https://docs.google.com/spreadsheets/d/16PrH0smdx8NJkno5OkWAEjnC5YPZIMLU5c237z4QJPA/edit?usp=sharing"">list of all automatically generated course mailing lists on Google Groups (HMC login is required).
With Google Groups, you can create online and email-based groups. There’s a lot you can do with Google Groups:
Engage in discussions about a specific subject.
Organize meetings, conferences, or social events among members of a group.
Find people with similar hobbies, interests, or backgrounds.
Read group posts through email, the online interface, or both.
You may also find the following videos helpful when getting started with Google Groups:
<a href=""https://youtu.be/CTEvpvexqOA"">Video: Finding and Joining Google Groups
<a href=""https://youtu.be/_Y-K9J-2O6Q"">Video: Emailing Class and Departmental Lists Using Google Groups","Available to faculty, students, staff, alumni, and emeritus at HMC.","Visit our Google Groups home page.
Please send an email to helpdesk@hmc.edu to request support regarding creating or modifying a mailing list.","<a href=""https://www.hmc.edu/cis/services/gsuite/"">HMC Google Workplace</a>, <a href=""https://www.hmc.edu/cis/services/office-365/"">Microsoft 365</a>, <a href=""https://www.hmc.edu/cis/services/course-mailing-lists/"">Course Mailing Lists</a>","<a href=""https://docs.google.com/spreadsheets/d/16PrH0smdx8NJkno5OkWAEjnC5YPZIMLU5c237z4QJPA/edit?usp=sharing"">List of automatically generated course mailing lists on Google Groups</a>, <a href=""https://groups.google.com/a/g.hmc.edu/forum/#!creategroup"">Direct link to creating a new Google Group</a>, <a href=""https://gsuite.google.com/learning-center/products/groups/#!/"">G Suite Learning Center: Google Groups</a>, <a href=""https://docs.google.com/document/d/1Z6lHdJWQEjp7HMmP6xaFl6LlXrCFBCGFBZnH_OkWI64/pub"">FAQ for groups.g.hmc.edu (Google Groups)</a>, <a href=""https://youtu.be/CTEvpvexqOA"">Video: Finding and Joining Google Groups</a>, <a href=""https://youtu.be/_Y-K9J-2O6Q"">Video: Emailing Class and Departmental Lists Using Google Groups</a>","HMC uses Google Groups for both automated and non-automated mailing lists. They have been creating new ad hoc lists in Google Groups for several years and have started creating automated lists such as Course, Major, Dorm, and Class year lists. They also have a list of all automatically generated course mailing lists on Google Groups. Google Groups allows users to create online and email-based groups for engaging in discussions, organizing events, and finding people with similar interests. Users can access group posts through email or the online interface. For more information, there are helpful videos on finding and joining Google Groups and emailing class and departmental lists using Google Groups.",10/27/2023
https://www.hmc.edu/cis/services/gradescope/,Gradescope,"Gradescope is an online grading platform that helps make grading faster, more consistent, and fairer. HMC has an institutional license for Gradescope which means faculty and students can sign up for accounts for free. Faculty also have access to all premium features in Gradescope including flexible rubrics, autograding of programming assignments, grouping similar answers, and integration with Sakai.",HMC Faculty and Students can access this service.,"Detailed instructions for faculty for adding Gradescope to your Sakai site, creating a Gradescope course site, and creating assignments are available in the documentation below. Instructions for students are also available below.","<a href=""https://www.hmc.edu/cis/services/sakai-support/"">Sakai</a>","<a href=""https://docs.google.com/document/d/e/2PACX-1vTflcNQY6tOhKD5XE5Bh16oD02F1MtS-nsB7u15rEBFYF8-c7VbiJ-lM6KwzM0nF09WV5tDNG_ehaCX/pub"">Integrating Gradescope with Sakai for Faculty</a>, <a href=""https://docs.google.com/document/d/e/2PACX-1vQ457bbbgIzE5hR-uSHZcmw-YdN1WTqzhNnSQwOXRNDQSmPwit4V25sZfa2dxNuiGIY-I9y5ABeJV-X/pub"">Gradescope Instructions for Students</a>, <a href=""https://www.gradescope.com/get_started""><span style=""font-weight: 400;"">Gradescope video tutorials</span></a>, <a href=""https://www.gradescope.com/help#help-center-section-remote-assessment""><span style=""font-weight: 400;"">Gradescope Remote Assessment FAQ</span></a>","Gradescope is an online grading platform that offers faster, more consistent, and fairer grading. Faculty and students at HMC can sign up for free accounts, thanks to the institutional license. Faculty also have access to premium features such as flexible rubrics, autograding of programming assignments, grouping similar answers, and integration with Sakai. [Gradescope](https://www.gradescope.com/)",10/27/2023
https://www.hmc.edu/cis/services/encryption/,Hard Drive Encryption,"Hard drive encryption uses cryptographic algorithms to secure data on a hard drive. Data on an encrypted hard drive cannot be read by anyone who does not have access to the system, appropriate key, or password. It must be decrypted using that key or password to read encrypted data.
Encryption is best used on machines that can easily be lost or stolen, although there is no harm in encrypting all of your systems.
At HMC, CIS recommends encrypting your entire operating system volume through BitLocker for Windows computers, or FileVault for Apple computers. You will be given a unique recovery key during the encryption setup process. This key is needed to decrypt your hard drive if BitLocker or FileVault locks your system. BitLocker may activate on your system if there is an unexpected power outage, if you are replacing hardware components in your computer, or if you unplug your computer and move it to a different location.
In those scenarios, you will need the recovery key to decrypt your data. Please save your key somewhere safe (i.e., not on your computer). CIS recommends Google Drive, which is encrypted on Google’s servers, or any encrypted password manager, such as <a href=""https://www.hmc.edu/cis/services/lastpass/"">LastPass at HMC.","Available to faculty, students, and staff at HMC.","Configuration of these applications can vary from system to system, but at its simplest:
Bitlocker requirements:
Windows 10 or 11 (Pro, Enterprise, and Education editions) 
Trusted Platform Module (TPM) – special microchip in most newer Windows computers
FileVault requirements:
Mac OS X 10.7 (Lion) or higher
The CIS Help Desk can assist all users with turning on hard drive encryption.
You can find Instructions on how to do this yourself on Microsoft’s and Apple’s websites:
Turn on device encryption
Use FileVault to encrypt your Mac
Encrypt Mac data with FileVault","<a href=""https://www.hmc.edu/cis/services/gsuite/""><span style=""font-weight: 400;"">HMC Google Workplace</span></a>, <a href=""https://www.hmc.edu/cis/services/password-and-account-management-kiosk/""><span style=""font-weight: 400;"">Password and Account Management</span></a>",,"Hard drive encryption uses cryptographic algorithms to secure data on a hard drive. Data on an encrypted hard drive cannot be read by anyone who does not have access to the system, appropriate key, or password. Encryption is best used on machines that can easily be lost or stolen. At HMC, CIS recommends encrypting your entire operating system volume through BitLocker for Windows computers, or FileVault for Apple computers. You will be given a unique recovery key during the encryption setup process. This key is needed to decrypt your hard drive if BitLocker or FileVault locks your system. BitLocker may activate on your system if there is an unexpected power outage, if you are replacing hardware components in your computer, or if you unplug your computer and move it to a different location. In those scenarios, you will need the recovery key to decrypt your data. Please save your key somewhere safe (i.e., not on your computer). CIS recommends Google Drive, which is encrypted on Google’s servers, or any encrypted password manager, such as LastPass at HMC.",10/27/2023
https://www.hmc.edu/cis/services/high-performance-computing-support/,High Performance Computing Support,"CIS helps faculty and students find on and off-campus resources for High Performance Computing (HPC) needs in their research and teaching. The <a href=""https://access-ci.org/"">ACCESS (Advanced CyberinfrastructureCoordination Ecosystem: Services &amp; Support) is an NSF-funded project that gives access to a network of supercomputers located at institutions across the United States. CIS Academic and Research Computing Services (ARCS) team provides the following services:
Selecting the appropriate HPC resource.
Getting allocations on the computing resources made available by ACCESS.
Setting up the computing environment and workflow.
<a href=""https://www.hmc.edu/cis/hpc-at-hmc/"">HPC Resources at Harvey Mudd College outlines other computing resources available at the college. For more information, please email the CIS Help Desk at <a href=""mailto:helpdesk@hmc.edu"">helpdesk@hmc.edu.","Available to faculty, students and staff at HMC.","To access the service, please contact the CIS Help Desk (helpdesk@hmc.edu, x77777, 909.607.7777).","<a href=""https://www.hmc.edu/cis/services/trainings-workshops-seminars/"">Trainings, Workshops and Seminars</a>","<a href=""https://www.hmc.edu/cis/about-cis/hpc-at-hmc/"">HPC at Harvey Mudd College</a>, <a href=""https://access-ci.org/"">ACCESS (Advanced CyberinfrastructureCoordination Ecosystem: Services &amp; Support)</a>","CIS helps faculty and students find on and off-campus resources for High Performance Computing (HPC) needs in their research and teaching. The [ACCESS](https://access-ci.org/) is an NSF-funded project that gives access to a network of supercomputers located at institutions across the United States. CIS Academic and Research Computing Services (ARCS) team provides the following services:
Selecting the appropriate HPC resource.
Getting allocations on the computing resources made available by ACCESS.
Setting up the computing environment and workflow.
[HPC Resources at Harvey Mudd College](https://www.hmc.edu/cis/hpc-at-hmc/) outlines other computing resources available at the college. For more information, please email the CIS Help Desk at [helpdesk@hmc.edu](mailto:helpdesk@hmc.edu).",10/27/2023
